Num_Of_OP_Claims_Total,income,beds,Weighted_Safety_Domain_Score,households,ip_avg_stay,cmi_recent_value,ip_total_costs,Total_Performance_Score,Num_Of_OP_Claims_Total_score,income_score,beds_score,households_score,ip_avg_stay_score,cmi_recent_value_score,ip_total_costs_score,Total_Performance_Score_score,Weighted_Safety_Domain_Score_score,model_score,GPO_Text__c_Vizient_score,is_preimer,is_intalere,is_vazient,beds_score_size,initial_score,score_label,is_kids_hospital,Provider_Number,GPO_Affiliations,Hospital_Name_x,post_state_score_label,post_HealthTrust_score_label,post_Vazient_and_kids_score_label,post_state_applied,post_HealthTrust_applied,post_Vazient_and_kids_applied,final_score,Daily_Revenue_sum_2018,Daily_Revenue_mean_2018,first_year_month_transaction,Total_Daily_Revenue,is_quva_customer,Zip_Code,IDN,Definitive_IDN_ID,City,State_y,Territory,Assigned_Name,weighted_score,idn_average_beds,Number_of_Hospitals,is_independent,Longitude,Latitude,Num_Of_OP_Claims_Total_bucket,income_bucket,beds_bucket,households_bucket,ip_avg_stay_bucket,cmi_recent_value_bucket,ip_total_costs_bucket,Total_Performance_Score_bucket,Weighted_Safety_Domain_Score_bucket
10861.75,37.458,257,12,2176,5.908,1.772,30438748,31.917,0.5,0,0.6,0,1,0.333,0,0,0.286,53.024,1,0,0,1,35.556,49.53,B,FALSE,240047,Vizient,St Lukes Hospital,B,B,B,FALSE,FALSE,FALSE,B,154988.81,22141.259,201701,199565.95,TRUE,55805,St Lukes Health System (Duluth MN),866880,DULUTH,MN,Minneapolis,"Moeller,Ja",0.941,136.5,2,FALSE,-92.0946,46.7987,"(9140.479, 35608.014]","(0.0, 48.525]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(10.0, 12.618]"
11574,37.458,310,8.667,2176,5.322,2.068,55283987,35.667,0.5,0,0.6,0,1,0.667,0,0,0.143,53.262,1,0,0,1,35.556,49.721,B,FALSE,240002,Vizient,Essentia Health St Marys Medical Center (FKA: St Marys Medical Center),B,B,B,FALSE,FALSE,FALSE,B,23041.45,3840.242,201711,30891.35,TRUE,55805,Essentia Health,4690,DULUTH,MN,Minneapolis,"Moeller,Ja",0.174,105.059,15,FALSE,-92.0946,46.7987,"(9140.479, 35608.014]","(0.0, 48.525]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(1.897, 2.489]","(6021665.45, 313446375.0]","(0.0, 39.828]","(5.0, 10.0]"
11574,37.458,310,8.667,2176,5.322,2.068,55283987,35.667,0.5,0,0.6,0,1,0.667,0,0,0.143,53.262,1,0,0,1,35.556,49.721,B,FALSE,240002,Vizient,Essentia Health St Marys Medical Center (FKA: St Marys Medical Center),B,B,B,FALSE,FALSE,FALSE,B,3485.31,580.885,201801,3485.31,TRUE,55805,Essentia Health,4690,DULUTH,MN,Minneapolis,"Moeller,Ja",0.174,105.059,15,FALSE,-92.0946,46.7987,"(9140.479, 35608.014]","(0.0, 48.525]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(1.897, 2.489]","(6021665.45, 313446375.0]","(0.0, 39.828]","(5.0, 10.0]"
7180.875,37.458,139,13.333,2176,6.524,1.548,32674926,29.667,0.333,0,0.2,0,1,0.333,0,0,0.429,47.952,1,0,0,1,26.667,43.695,C,FALSE,240019,Vizient,Essentia Health - Duluth (FKA: SMDC Medical Center),C,C,C,FALSE,FALSE,FALSE,C,,,-1,,FALSE,55805,Essentia Health,4690,DULUTH,MN,Minneapolis,"Moeller,Ja",0.078,105.059,15,FALSE,-92.0946,46.7987,"(5000.0, 9140.479]","(0.0, 48.525]","(100.0, 150.0]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(12.618, 14.957]"
3603,61.405,36,3.359,5496,2.45,1.184,4947535,52.5,0.167,0.333,0,0.25,1,0,0.333,0.5,0,46.25,1,1,1,1,8.889,38.778,C,FALSE,240064,"Vizient, Intalere (FKA: Amerinet), Premier Inc",Grand Itasca Clinic And Hospital,C,C,C,FALSE,FALSE,FALSE,C,,,-1,,FALSE,55744,Fairview Health Services,7103,GRAND RAPIDS,MN,Minneapolis,"Moeller,Ja",0.023,220,7,FALSE,-93.5115,47.2348,"(1001.0, 5000.0]","(48.525, 80.564]","(3.0, 100.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(0.0, 1.185]","(6021665.45, 313446375.0]","(39.828, 63.414]","(0.0, 5.0]"
6481.125,41.247,189,13,4498,4.98,1.732,13661221,33.583,0.333,0,0.4,0,1,0.333,0,0,0.429,49.952,1,0,1,1,31.111,46.184,B,FALSE,360009,"Intalere (FKA: Amerinet), Vizient, Vizient - Excelerate Strategic Health Sourcing",Lima Memorial Health System,B,B,B,FALSE,FALSE,FALSE,B,101387.38,14483.911,201705,220300.66,TRUE,45804,ProMedica Health System,4731,LIMA,OH,Detroit,"Satow, Ma",0.105,164.273,11,FALSE,-84.089,40.7275,"(5000.0, 9140.479]","(0.0, 48.525]","(150.0, 254.456]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(12.618, 14.957]"
256.625,41.247,12,3.359,4498,0.45,2.342,1099896,70.909,0,0,0,0,1,0.667,0.333,1,0,45,1,1,0,0,4.444,36.889,C,FALSE,360263,Premier Inc,Institute For Orthopaedic Surgery,C,C,C,FALSE,FALSE,FALSE,C,,,-1,,FALSE,45804,,-1,LIMA,OH,Detroit,"Satow, Ma",,,,TRUE,-84.089,40.7275,"(0.0, 1001.0]","(0.0, 48.525]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(1.897, 2.489]","(15070.302, 6021665.45]","(63.414, 82.273]","(0.0, 5.0]"
0,64.866,20,3.359,10895,0.176,2.178,1800278,69.545,0,0.333,0,0.25,1,0.667,0.333,1,0,19.583,0,0,0,0,4.444,16.556,D,FALSE,670054,"HealthTrust Purchasing Group (HPG), Cardinal Health",Foundation Surgical Hospital of San Antonio,D,D,D,FALSE,TRUE,FALSE,D,,,-1,,FALSE,78240,,-1,SAN ANTONIO,TX,Dallas,"Ballew,Ho",,,,TRUE,-98.6006,29.5189,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 100.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.897, 2.489]","(15070.302, 6021665.45]","(63.414, 82.273]","(0.0, 5.0]"
0,64.866,23,3.359,10895,0.422,2.166,1039558,55.909,0,0.333,0,0.25,1,0.667,0.333,0.5,0,17.083,0,0,0,0,4.444,14.556,D,FALSE,450780,HealthTrust Purchasing Group (HPG),Methodist Ambulatory Surgery Hospital NW,D,D,D,FALSE,TRUE,FALSE,D,,,-1,,FALSE,78240,HCA San Antonio Division (AKA Methodist Health System of San Antonio),550016,SAN ANTONIO,TX,Dallas,"Ballew,Ho",0.012,370.6,5,FALSE,-98.6006,29.5189,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 100.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.897, 2.489]","(15070.302, 6021665.45]","(39.828, 63.414]","(0.0, 5.0]"
0,56.128,108,3.359,4438,7.332,1.142,3248764,24.583,0,0.333,0.2,0,0,0,0.333,0,0,37,1,0,0,1,22.222,34.044,C,FALSE,453031,Vizient,HealthSouth Rehabilitation Institute of San Antonio (RIOSA),C,C,C,FALSE,FALSE,FALSE,C,,,-1,,FALSE,78240,Encompass Health Corporation (FKA HealthSouth),7277,SAN ANTONIO,TX,Dallas,"Ballew,Ho",0.013,69.202,119,FALSE,-98.6006,29.5189,"(0.0, 1001.0]","(48.525, 80.564]","(100.0, 150.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
0,56.128,62,3.359,4438,28.83,1.15,5266376,24.583,0,0.333,0,0,0,0,0.333,0,0,35,1,0,0,1,17.778,31.556,D,FALSE,452059,Vizient,Lifecare Hospital of San Antonio,D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,78240,LifeCare Health Partners,7218,SAN ANTONIO,TX,Dallas,"Ballew,Ho",0.055,79.929,14,FALSE,-98.6006,29.5189,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
27736.625,64.248,590,6.667,9567,5.592,1.938,94465922,28.5,0.5,0.333,0.6,0.25,1,0.667,0,0,0.143,27.845,0,0,0,0,40,30.276,D,FALSE,260065,Resource Optimization and Innovation (ROi),Mercy Hospital - Springfield (FKA St Johns Hospital),D,D,D,FALSE,FALSE,FALSE,D,55969.54,7995.649,201712,61819.54,TRUE,65804,Mercy (MO),7027,SPRINGFIELD,MO,Chicago,"Williams,Ly",0.109,154.6,34,FALSE,-93.2522,37.1654,"(9140.479, 35608.014]","(48.525, 80.564]","(254.456, 1532.489]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.897, 2.489]","(6021665.45, 313446375.0]","(0.0, 39.828]","(5.0, 10.0]"
27736.625,64.248,590,6.667,9567,5.592,1.938,94465922,28.5,0.5,0.333,0.6,0.25,1,0.667,0,0,0.143,27.845,0,0,0,0,40,30.276,D,FALSE,260065,Resource Optimization and Innovation (ROi),Mercy Hospital - Springfield (FKA St Johns Hospital),D,D,D,FALSE,FALSE,FALSE,D,19837.16,3306.193,201712,20512.16,TRUE,65804,Mercy (MO),7027,SPRINGFIELD,MO,Chicago,"Williams,Ly",0.109,154.6,34,FALSE,-93.2522,37.1654,"(9140.479, 35608.014]","(48.525, 80.564]","(254.456, 1532.489]","(5323.096, 15075.413]","(6.546, 10.75]","(1.897, 2.489]","(6021665.45, 313446375.0]","(0.0, 39.828]","(5.0, 10.0]"
0,56.128,60,3.359,4438,6.726,1.074,3366059,24.583,0,0.333,0,0,0,0,0.333,0,0,35,1,0,0,1,17.778,31.556,D,FALSE,263032,"Vizient, Resource Optimization and Innovation (ROi)",Mercy Rehabilitation Hospital - Springfield,D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,65804,Mercy (MO),7027,SPRINGFIELD,MO,Chicago,"Williams,Ly",0.011,154.6,34,FALSE,-93.2522,37.1654,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 100.0]","(0.0, 5323.096]","(6.546, 10.75]","(0.0, 1.185]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
0,56.128,44,3.359,4438,23.688,1.241,2980026,24.583,0,0.333,0,0,0,0.333,0.333,0,0,36.667,1,0,0,1,13.333,32,D,FALSE,262017,Vizient,Select Specialty Hospital - Springfield,D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,65804,Select Medical Corporation,7013,SPRINGFIELD,MO,Chicago,"Williams,Ly",0.01,48.198,91,FALSE,-93.2522,37.1654,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
9005.875,52.444,281,12.667,5750,4.676,1.858,39408703,31.167,0.333,0.333,0.6,0.25,1,0.333,0,0,0.429,56.536,1,0,0,1,35.556,52.34,A,FALSE,130049,Vizient,Kootenai Medical Center (AKA Kootenai Health System),A,A,A,FALSE,FALSE,FALSE,A,350.6,350.6,201703,23758.5,TRUE,83814,,-1,COEUR D ALENE,ID,Seattle,"Fletcher, Mi",,,,TRUE,-116.785,47.6928,"(5000.0, 9140.479]","(48.525, 80.564]","(254.456, 1532.489]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(12.618, 14.957]"
17529.25,96.585,553,7,3726,4.912,2.018,88503109,30.75,0.5,0.667,0.6,0,1,0.667,0,0,0.143,59.929,1,0,0,1,40,55.943,A,FALSE,340114,Vizient,North Carolina Heart & Vascular Hospital,A,A,A,FALSE,FALSE,FALSE,A,92973.75,13281.964,201702,211343.28,TRUE,27607,UNC REX Healthcare (FKA: Rex Healthcare),274280,RALEIGH,NC,Carolinas,"Hubbard,Ad",0.224,494.6,2,FALSE,-78.6877,35.8014,"(9140.479, 35608.014]","(80.564, 141.836]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(1.897, 2.489]","(15070.302, 6021665.45]","(0.0, 39.828]","(5.0, 10.0]"
17529.25,96.585,553,7,3726,4.912,2.018,88503109,30.75,0.5,0.667,0.6,0,1,0.667,0,0,0.143,59.929,1,0,0,1,40,55.943,A,FALSE,340114,Vizient,North Carolina Heart & Vascular Hospital,A,A,A,FALSE,FALSE,FALSE,A,92973.75,13281.964,201702,211343.28,TRUE,27607,UNC REX Healthcare (FKA: Rex Healthcare),274280,RALEIGH,NC,Carolinas,"Hubbard,Ad",0.224,494.6,2,FALSE,-78.6877,35.8014,"(9140.479, 35608.014]","(80.564, 141.836]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(1.897, 2.489]","(15070.302, 6021665.45]","(0.0, 39.828]","(5.0, 10.0]"
17529.25,96.585,553,7,3726,4.912,2.018,88503109,30.75,0.5,0.667,0.6,0,1,0.667,0,0,0.143,59.929,1,0,0,1,40,55.943,A,FALSE,340114,Vizient,UNC Rex Hospital (FKA: Rex Hospital),A,A,A,FALSE,FALSE,FALSE,A,92973.75,13281.964,201702,211343.28,TRUE,27607,UNC REX Healthcare (FKA: Rex Healthcare),274280,RALEIGH,NC,Carolinas,"Hubbard,Ad",0.224,494.6,2,FALSE,-78.6877,35.8014,"(9140.479, 35608.014]","(80.564, 141.836]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(1.897, 2.489]","(15070.302, 6021665.45]","(0.0, 39.828]","(5.0, 10.0]"
17529.25,96.585,553,7,3726,4.912,2.018,88503109,30.75,0.5,0.667,0.6,0,1,0.667,0,0,0.143,59.929,1,0,0,1,40,55.943,A,FALSE,340114,Vizient,UNC Rex Hospital (FKA: Rex Hospital),A,A,A,FALSE,FALSE,FALSE,A,92973.75,13281.964,201702,211343.28,TRUE,27607,UNC REX Healthcare (FKA: Rex Healthcare),274280,RALEIGH,NC,Carolinas,"Hubbard,Ad",0.224,494.6,2,FALSE,-78.6877,35.8014,"(9140.479, 35608.014]","(80.564, 141.836]","(254.456, 1532.489]","(0.0, 5323.096]","(6.546, 10.75]","(1.897, 2.489]","(6021665.45, 313446375.0]","(0.0, 39.828]","(5.0, 10.0]"
3045.375,51.944,110,5.2,13437,5.178,1.622,7884686,18.283,0.167,0.333,0.2,0.25,1,0.333,0,0,0.143,47.179,1,0,0,1,22.222,42.187,C,FALSE,340041,"Magnet Group, Vizient",Caldwell Memorial Hospital,C,C,C,FALSE,FALSE,FALSE,C,484.64,484.64,201702,1619,TRUE,28645,University of North Carolina (UNC) Health Care,274282,LENOIR,NC,Carolinas,"Hubbard,Ad",0.049,281.625,8,FALSE,-81.5398,35.9149,"(1001.0, 5000.0]","(48.525, 80.564]","(100.0, 150.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(5.0, 10.0]"
16085.375,57.525,559,3.359,4868.682,5.606,1.894,79636144,21.597,0.5,0.333,0.6,0,1,0.333,0,0,0,53.5,1,1,1,1,40,50.8,B,FALSE,390006,"Intalere (FKA: Amerinet), Magnet Group, Vizient, Premier Inc, McKesson Pharmaceutical",Geisinger Medical Center,B,B,B,FALSE,FALSE,FALSE,B,5187.68,1296.92,201712,6412.98,TRUE,17822,Geisinger (FKA: Geisinger Health System),4748,DANVILLE,PA,Philadelphia,"Demetra,Mi",0.168,332.3,7,FALSE,-76.6049,40.9674,"(9140.479, 35608.014]","(48.525, 80.564]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
16085.375,57.525,559,3.359,4868.682,5.606,1.894,79636144,21.597,0.5,0.333,0.6,0,1,0.333,0,0,0,53.5,1,1,1,1,40,50.8,B,FALSE,390006,"Intalere (FKA: Amerinet), Magnet Group, Vizient, Premier Inc, McKesson Pharmaceutical",Geisinger Medical Center,B,B,B,FALSE,FALSE,FALSE,B,83715.59,13952.598,201705,92477.29,TRUE,17822,Geisinger (FKA: Geisinger Health System),4748,DANVILLE,PA,Philadelphia,"Demetra,Mi",0.168,332.3,7,FALSE,-76.6049,40.9674,"(9140.479, 35608.014]","(48.525, 80.564]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
16085.375,57.525,559,3.359,4868.682,5.606,1.894,79636144,21.597,0.5,0.333,0.6,0,1,0.333,0,0,0,53.5,1,1,1,1,40,50.8,B,FALSE,390006,"Intalere (FKA: Amerinet), Magnet Group, Vizient, Premier Inc, McKesson Pharmaceutical",Geisinger Medical Center,B,B,B,FALSE,FALSE,FALSE,B,21056.85,5264.213,201705,26804.61,TRUE,17822,Geisinger (FKA: Geisinger Health System),4748,DANVILLE,PA,Philadelphia,"Demetra,Mi",0.168,332.3,7,FALSE,-76.6049,40.9674,"(9140.479, 35608.014]","(48.525, 80.564]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
16085.375,57.525,559,3.359,4868.682,5.606,1.894,79636144,21.597,0.5,0.333,0.6,0,1,0.333,0,0,0,53.5,1,1,1,1,40,50.8,B,FALSE,390006,"Intalere (FKA: Amerinet), Magnet Group, Vizient, Premier Inc, McKesson Pharmaceutical",Geisinger Medical Center,B,B,B,FALSE,FALSE,FALSE,B,132476.34,18925.191,201607,181279.14,TRUE,17822,Geisinger (FKA: Geisinger Health System),4748,DANVILLE,PA,Philadelphia,"Demetra,Mi",0.168,332.3,7,FALSE,-76.6049,40.9674,"(9140.479, 35608.014]","(48.525, 80.564]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
0,56.128,30,3.359,4438,19.702,1.298,2426376,24.583,0,0.333,0,0,0,0.333,0.333,0,0,36.667,1,0,0,1,8.889,31.111,D,FALSE,392047,Vizient,Select Specialty Hospital - Danville,D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,17822,Select Medical Corporation,7013,DANVILLE,PA,Philadelphia,"Demetra,Mi",0.007,48.198,91,FALSE,-76.6049,40.9674,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
1154.125,59.232,72,3.359,6567,2.486,1.185,5062116,52.188,0.167,0.333,0,0.25,1,0.333,0.333,0.5,0,47.917,1,1,1,1,17.778,41.889,C,FALSE,390003,"Intalere (FKA: Amerinet), Magnet Group, Premier Inc, Vizient, McKesson Pharmaceutical",Geisinger - Bloomsburg Hospital,C,C,C,FALSE,FALSE,FALSE,C,,,-1,,FALSE,17815,Geisinger (FKA: Geisinger Health System),4748,BLOOMSBURG,PA,Philadelphia,"Demetra,Mi",0.022,332.3,7,FALSE,-76.4384,41.0115,"(1001.0, 5000.0]","(48.525, 80.564]","(3.0, 100.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(39.828, 63.414]","(0.0, 5.0]"
4367,59.412,165,9.333,7785,3.634,1.358,8505028,29.583,0.167,0.333,0.4,0.25,1,0.333,0,0,0.143,49.179,1,0,0,1,26.667,44.676,B,FALSE,230121,"HealthTrust Purchasing Group (HPG), Vizient",Memorial Healthcare,B,D,B,FALSE,TRUE,FALSE,D,2493.14,415.523,201704,2794.94,TRUE,48867,,-1,OWOSSO,MI,Detroit,"Satow, Ma",,,,TRUE,-84.1595,42.9934,"(1001.0, 5000.0]","(48.525, 80.564]","(150.0, 254.456]","(5323.096, 15075.413]","(6.546, 10.75]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(5.0, 10.0]"
0,54.411,25,3.359,2101,1.514,0.872,964382,21.597,0,0.333,0,0,1,0,0.333,0,0,40,1,0,1,1,4.444,32.889,D,FALSE,431336,"Vizient, Intalere (FKA: Amerinet)",Sanford Vermillion Medical Center,D,D,D,FALSE,FALSE,FALSE,D,2110.86,301.551,201703,4706.67,TRUE,57069,Sanford Health,4754,VERMILLION,SD,Minneapolis,"Moeller,Ja",0.005,134.128,33,FALSE,-96.9258,42.7951,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
2125.5,51.298,43,3.359,3332,2.598,1.206,1668913,35.625,0.167,0.333,0,0,1,0.333,0.333,0,0,14.167,0,0,0,0,13.333,14,D,FALSE,170058,Resource Optimization and Innovation (ROi),Mercy Hospital - Fort Scott (FKA Mercy Health Center),D,D,D,FALSE,FALSE,FALSE,D,4845.09,692.156,201704,11431.79,TRUE,66701,Mercy (MO),7027,FORT SCOTT,KS,Chicago,"Williams,Ly",0.008,154.6,34,FALSE,-94.7148,37.8216,"(1001.0, 5000.0]","(48.525, 80.564]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
1535.875,55.356,71,8,5815,3.57,1.469,5398561,38,0.167,0.333,0,0.25,1,0.333,0.333,0,0.143,46.845,1,0,1,1,17.778,41.032,C,FALSE,530006,"Intalere (FKA: Amerinet), Vizient",Sheridan Memorial Hospital,C,C,C,FALSE,FALSE,FALSE,C,,,-1,,FALSE,82801,,-1,SHERIDAN,WY,Denver,"Ramirez,Ma",,,,TRUE,-106.9648,44.7849,"(1001.0, 5000.0]","(48.525, 80.564]","(3.0, 100.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(5.0, 10.0]"
1535.875,55.356,71,8,5815,3.57,1.469,5398561,38,0.167,0.333,0,0.25,1,0.333,0.333,0,0.143,46.845,1,0,1,1,17.778,41.032,C,FALSE,530006,"Intalere (FKA: Amerinet), Vizient",Sheridan Memorial Hospital,C,C,C,FALSE,FALSE,FALSE,C,13032.9,3258.225,201804,13032.9,TRUE,82801,,-1,SHERIDAN,WY,Denver,"Ramirez,Ma",,,,TRUE,-106.9648,44.7849,"(1001.0, 5000.0]","(48.525, 80.564]","(3.0, 100.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(5.0, 10.0]"
4717.5,89.898,241,4.667,3543,6.68,1.809,23219257,27.167,0.167,0.667,0.4,0,0,0.333,0,0,0,44.833,1,0,0,1,31.111,42.089,C,FALSE,10024,Vizient,Jackson Hospital & Clinic,B,C,C,TRUE,FALSE,FALSE,B,20532.65,4106.53,201704,47338,TRUE,36106,,-1,MONTGOMERY,AL,New Orleans,"Mangum,Ch",,,,TRUE,-86.2673,32.3543,"(1001.0, 5000.0]","(80.564, 141.836]","(150.0, 254.456]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
0,56.128,65,3.359,4438,23.158,1.199,2022266,24.583,0,0.333,0,0,0,0.333,0.333,0,0,36.667,1,0,1,1,17.778,32.889,D,FALSE,12007,"Intalere (FKA: Amerinet), Vizient",Noland Hospital Montgomery,C,D,D,TRUE,FALSE,FALSE,C,,,-1,,FALSE,36106,Noland Health Services,7227,MONTGOMERY,AL,New Orleans,"Mangum,Ch",0.241,45,6,FALSE,-86.2673,32.3543,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
0,61.022,77,3.359,1576,1.418,1.125,4895300,21.597,0,0.333,0,0,1,0,0.333,0,0,40,1,0,1,1,17.778,35.556,C,FALSE,241349,"Intalere (FKA: Amerinet), Vizient",CentraCare Health - Paynesville,C,C,C,FALSE,FALSE,FALSE,C,674.34,96.334,201705,1378.76,TRUE,56362,CentraCare Health System,7102,PAYNESVILLE,MN,Minneapolis,"Moeller,Ja",0.028,246.364,7,FALSE,-94.7157,45.3988,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
9082.625,44.847,540,8.333,4097,5.972,1.831,49994655,25.5,0.333,0,0.6,0,1,0.333,0,0,0.143,49.095,1,0,0,0,40,47.276,B,FALSE,450046,HealthTrust Purchasing Group (HPG),CHRISTUS Spohn Hospital Corpus Christi - Shoreline,B,D,B,FALSE,TRUE,FALSE,D,,,-1,,FALSE,78404,CHRISTUS Spohn Health System,551810,CORPUS CHRISTI,TX,Dallas,"Ballew,Ho",0.428,252.4,4,FALSE,-97.4013,27.7683,"(5000.0, 9140.479]","(0.0, 48.525]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(5.0, 10.0]"
9082.625,44.847,540,8.333,4097,5.972,1.831,49994655,25.5,0.333,0,0.6,0,1,0.333,0,0,0.143,49.095,1,0,0,0,40,47.276,B,FALSE,450046,HealthTrust Purchasing Group (HPG),CHRISTUS Spohn Hospital Corpus Christi - Shoreline,B,D,B,FALSE,TRUE,FALSE,D,,,-1,,FALSE,78404,CHRISTUS Spohn Health System,551810,CORPUS CHRISTI,TX,Dallas,"Ballew,Ho",0.428,252.4,4,FALSE,-97.4013,27.7683,"(5000.0, 9140.479]","(0.0, 48.525]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(5.0, 10.0]"
0,56.128,22,3.359,4438,15.35,1.064,1932742,24.583,0,0.333,0,0,0,0,0.333,0,0,35,1,0,0,0,4.444,28.889,D,FALSE,452086,,Post Acute Medical Specialty Hospital of Corpus Christi North,D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,78404,Post Acute Medical,577429,CORPUS CHRISTI,TX,Dallas,"Ballew,Ho",0.022,47.048,21,FALSE,-97.4013,27.7683,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
7979,67.22,424,5.333,4692,5.018,1.69,29562843,32.5,0.333,0.333,0.6,0,1,0.333,0,0,0.143,52.429,1,0,1,1,40,49.943,B,FALSE,190146,"Intalere (FKA: Amerinet), Vizient",East Jefferson General Hospital,B,B,B,FALSE,FALSE,FALSE,B,,,-1,,FALSE,70006,,-1,METAIRIE,LA,New Orleans,"Mangum,Ch",,,,TRUE,-90.1915,30.0129,"(5000.0, 9140.479]","(48.525, 80.564]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(5.0, 10.0]"
